_id,id,pin,address,owner,parc_sq_ft,class,zoned_as,inventory_type,current_status,acquisition_method,acquisition_date,last_updated,latitude,longitude,census_tract,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
1345694,987885,0174E00266000000,0 N LANG AVE,City of Pittsburgh,818,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4583591489,-79.8982104173,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345695,987886,0174F00239000000,7210 RACE ST,City of Pittsburgh,2325,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4585154858,-79.8952344048,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345696,987887,0174F00249000000,7230 RACE ST,City of Pittsburgh,2712,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4583417983,-79.8944702861,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345697,987888,0174F00261000000,7306 RACE ST,City of Pittsburgh,2790,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4580450205,-79.8931787446,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345698,987889,0174F00304000000,7225 IDLEWILD ST,City of Pittsburgh,4650,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4580922378,-79.8947993648,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345699,987890,0174F00310000000,7213 IDLEWILD ST,City of Pittsburgh,2325,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4582013124,-79.8952787682,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345700,987892,0174J00281000000,7217 BENNETT ST,City of Pittsburgh,3375,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4565358734,-79.8958155376,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345701,987893,0174K00019000000,7238 IDLEWILD ST,City of Pittsburgh,2500,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4575810398,-79.8943775471,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345702,987894,0174K00022000000,7244 IDLEWILD ST,City of Pittsburgh,2500,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.457520793,-79.8941194777,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345703,987895,0174K00027000000,7304 IDLEWILD ST,City of Pittsburgh,2570,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4574010578,-79.8936196617,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345704,987896,0174K00029000000,7308 IDLEWILD ST,City of Pittsburgh,2600,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4573623036,-79.8934492768,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345705,987897,0174K00042000000,7334 IDLEWILD ST,City of Pittsburgh,2596,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4570923924,-79.8922713911,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345706,987898,0174K00043000000,7336 IDLEWILD ST,City of Pittsburgh,2590,Building,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4570736525,-79.8921840651,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345707,987899,0174K00044000000,7338 IDLEWILD ST,City of Pittsburgh,2596,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4570520094,-79.8920852002,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345708,987900,0174K00045000000,7340 IDLEWILD ST,City of Pittsburgh,2772,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4570319372,-79.8919963601,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345709,987901,0174K00050000000,7402 IDLEWILD ST,City of Pittsburgh,2500,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.456907092,-79.8914510488,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345710,987902,0174K00052000000,7406 IDLEWILD ST,City of Pittsburgh,2900,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4568651392,-79.8912727944,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345711,987903,0174K00070000000,7326 FOREST WAY,City of Pittsburgh,2500,Building,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4569351959,-79.8927424284,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345712,987904,0174L00001000000,7406 RACE ST,City of Pittsburgh,2790,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4575480615,-79.8910042561,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345713,987905,0174L00003000000,7410 RACE ST,City of Pittsburgh,2790,Building,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4575023582,-79.8908053559,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345714,987906,0174L00025000000,7423 IDLEWILD ST,City of Pittsburgh,2325,Building,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4571030262,-79.8904562767,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345715,987907,0174L00026000000,7421 IDLEWILD ST,City of Pittsburgh,2325,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4571235378,-79.8905419827,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345716,987908,0174L00033000000,7410 IDLEWILD ST,City of Pittsburgh,2900,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4568219288,-79.8910763385,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345717,987909,0174L00034000000,7412 IDLEWILD ST,City of Pittsburgh,2900,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4568007376,-79.8909764226,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345718,987910,0174L00036000000,7416 IDLEWILD ST,City of Pittsburgh,2900,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4567553301,-79.8907813904,42003130200,Homewood North,9,13,3-17,5,2,Eastern,Highland
1345719,987911,0174R00139000000,7609 HAMILTON AVE,City of Pittsburgh,3699,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4533068226,-79.8905242547,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345720,987912,0174R00224000000,710 BRUSHTON AVE,City of Pittsburgh,6500,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4540022893,-79.8883503956,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345721,987913,0174R00227000000,716 BRUSHTON AVE,City of Pittsburgh,3250,Vacant Land,LNC,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4541637058,-79.8882902809,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345722,987916,0175B00074000000,7528 TIOGA ST,City of Pittsburgh,2887,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.451893021,-79.8920770801,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345723,987917,0175B00075000000,0 TIOGA ST,City of Pittsburgh,2872,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4519228649,-79.8921582261,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345724,987918,0175B00076000000,0 TIOGA ST,City of Pittsburgh,3541,Vacant Land,R1A-VH,URA Transfer,Available for Sale,Treasurer Sale,2018-08-17,2019-06-25,40.4519586282,-79.8922462737,42003130300,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345725,987914,0174R00375000000,811 HALE ST,City of Pittsburgh,1823,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-08-17,2019-06-25,40.4546639551,-79.8869707968,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345726,987915,0174R00376000000,813 HALE ST,City of Pittsburgh,1892,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2018-08-17,2019-06-25,40.4547063458,-79.8869633683,42003130400,Homewood South,9,13,3-17,5,2,Eastern,Frick
1345727,549945,0022H00182000000,1742  BRIGHTON PL PL,City of Pittsburgh,,Vacant Land,R1A-M,Public Sale,Sale Pending,Treasurer Sale,2016-04-29,2021-02-22,40.4594268011,-80.017339031,42003250700,California-Kirkbride,6,25,1-21,1,1,Northern,Northern
1345728,173844,0024G00060000000,1249 51 VOSKAMP ST,City of Pittsburgh,5700,Vacant Land,R1A-M,Hold for Study,Hold for Study,Purchase,,2021-02-25,40.4594329467,-79.9893495751,42003240600,Troy Hill,1,24,1-5,1,1,Northern,Northern
1345729,914414,0124P00160000000,612  WINFIELD ST,City of Pittsburgh,2500,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2016-08-19,2022-02-02,40.4641166281,-79.9092029379,42003120400,Larimer,9,12,3-12,5,2,Eastern,Northeast
1345730,954472,0055K00096000000,0 UNNAMED WAY,City of Pittsburgh,5000,Vacant Land,H,Greenway,Permanent City Ownership,,,2021-07-13,40.4186315326,-79.9453259885,42003562900,Hazelwood,5,15,2-12,4,3,Eastern,Eastern
1345731,1011498,0024F00159000000,1042 SPRING GARDEN AVE,City of Pittsburgh,1441,Vacant Land,R1A-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4595914002,-79.9937869362,42003241200,Spring Garden,1,23,1-5,1,1,Northern,Northern
1345732,1011499,0024F00159000A00,1042 SPRING GARDEN AVE,City of Pittsburgh,2420,Building,R1A-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4595395491,-79.9937913606,42003241200,Spring Garden,1,23,1-5,1,1,Northern,Northern
1345733,1011502,0046R00109000000,1907 MEADVILLE ST,City of Pittsburgh,950,Building,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4626786867,-80.0059459462,42003250900,Fineview,1,25,1-10,1,1,Northern,Northern
1345734,1011504,0162K00200000000,0 BENTON AVE,City of Pittsburgh,8235,Vacant Land,R1D-L,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4950957755,-80.0264404291,42003260200,Perry North,1,26,1-15,1,1,Northern,Northern
1345735,1011503,0077N00104000000,247 KENNEDY AVE,City of Pittsburgh,2500,Building,R1D-H,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4739439534,-80.0122716238,42003261500,Perry South,1,26,1-23,1,1,Northern,Northern
1345736,1011516,0077P00372000000,221 KENNEDY AVE,City of Pittsburgh,3725,Building,R1D-H,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4739743089,-80.0113217329,42003261500,Perry South,1,26,1-23,1,1,Northern,Northern
1345737,1011507,0075M00029000000,3256 RICHARDSON AVE,City of Pittsburgh,6768,Building,R1A-H,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4751607059,-80.0367823384,42003270300,Brighton Heights,1,27,1-14,1,1,Northern,Northern
1345738,1011500,0024K00225000000,911 SUISMON ST,City of Pittsburgh,513,Vacant Land,R1A-VH,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4562855686,-79.9944102354,42003563200,East Allegheny,1,23,1-5,1,1,Northern,Northern
1345739,1011494,0043R00137000000,218 SAGAMORE ST,City of Pittsburgh,3000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4634992453,-80.0541577666,42003562500,Esplen,2,20,1-27,6,5,Northern,Western
1345740,1011495,0043R00138000000,218 SAGAMORE ST,City of Pittsburgh,3000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4635269875,-80.0540755877,42003562500,Esplen,2,20,1-27,6,5,Northern,Western
1345741,1011496,0043R00139000000,216 SAGAMORE ST,City of Pittsburgh,3000,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4635547288,-80.0539934087,42003562500,Esplen,2,20,1-27,6,5,Northern,Western
1345742,1011497,0043R00148000000,219 SAGAMORE ST,City of Pittsburgh,2250,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4631085575,-80.0538981633,42003562500,Esplen,2,20,1-27,6,5,Northern,Western
1345743,1011508,0014J00010000000,411 CHARLES ST,City of Pittsburgh,3750,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4166347649,-79.9959909524,42003300100,Knoxville,3,30,4-21,3,4,Southern,Southern
1345744,1011509,0014J00011000000,413 CHARLES ST,City of Pittsburgh,3750,Vacant Land,R1D-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4166300155,-79.9961283281,42003300100,Knoxville,3,30,4-21,3,4,Southern,Southern
1345745,1011514,0032F00254000000,517 MOUNTAIN AVE,City of Pittsburgh,9894,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4109183808,-79.977047033,42003561700,St. Clair,3,16,4-8,3,4,Southern,Southern
1345746,1011491,0032F00288000000,727 PLINEY WAY,City of Pittsburgh,4550,Vacant Land,R2-L,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4110735603,-79.9760044749,42003561700,St. Clair,3,16,4-8,3,4,Southern,Southern
1345747,914257,0014E00148000000,501 INDUSTRY ST,City of Pittsburgh,2089,Building,R2-H,Public Sale,Sale Pending,Treasurer Sale,2017-10-27,2020-11-19,40.4208416195,-79.9987467898,42003562400,Beltzhoover,3,18,4-21,3,4,Southern,Southern
1345748,1011490,0056L00149000000,109 ASHTON AVE,City of Pittsburgh,6240,Vacant Land,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4069516354,-79.937579247,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1345749,1011510,0056L00338000000,5033 AMPERE ST,City of Pittsburgh,2500,Building,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4087305439,-79.9380028895,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1345750,1011511,0056L00339000000,5035 AMPERE ST,City of Pittsburgh,2500,Vacant Land,R1D-M,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.408664469,-79.9379968396,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1345751,1011512,0057C00343000000,240 RENOVA ST,City of Pittsburgh,2463,Building,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4018886571,-79.9373310958,42003562300,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1345752,1011489,0056B00204000000,4717 MONONGAHELA ST,City of Pittsburgh,5292,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.412671342,-79.943029822,42003562900,Hazelwood,5,15,2-13,4,3,Eastern,Eastern
1345753,182412,0002P00110000000,628  SECOND AV,City of Pittsburgh,29818,Building,SP-3,URA Transfer,Sale Pending,Purchase,1992-07-24,2020-11-03,40.435361292,-79.9946710095,42003010300,Bluff,6,1,2-4,2,3,Central,Schenley
1345754,182408,0002P00120000000,700.02  SECOND AV,City of Pittsburgh,7700,Building,SP-3,URA Transfer,Sale Pending,Purchase,1994-09-22,2020-11-03,40.4352561119,-79.9943951433,42003010300,Bluff,6,1,2-4,2,3,Central,Schenley
1345755,1011434,0011L00170000000,0 FORBES AVE,City of Pittsburgh,860,Vacant Land,NDI,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.437034397,-79.9741063887,42003010300,Bluff,6,4,2-1,2,3,Central,Schenley
1345756,1011432,0011E00185000000,212 WICK ST,City of Pittsburgh,6556,Building,RM-M,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4394225706,-79.979484432,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1345757,171936,0009M00090000000,1703 CLIFF ST,City of Pittsburgh,2340,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,1969-06-02,2020-11-18,40.4459489977,-79.9868268505,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1345758,171937,0009M00092000000,1707 CLIFF ST,City of Pittsburgh,2327,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,1982-10-18,2020-11-18,40.445986752,-79.9867299668,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1345759,171938,0009M00094000000,1711 CLIFF ST,City of Pittsburgh,2210,Vacant Land,RM-M,Public Sale,Available for Sale,Treasurer Sale,2011-07-29,2020-11-18,40.4460338911,-79.986620027,42003030500,Crawford-Roberts,6,3,2-1,2,3,Central,Schenley
1345760,1011433,0011H00002000000,212 WHITRIDGE ST,City of Pittsburgh,2998,Vacant Land,R1A-H,Public Sale,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4404723161,-79.9674802231,42003040200,West Oakland,6,4,2-10,4,3,Central,Schenley
1345761,1011439,0010H00259000000,2815 CENTRE AVE,City of Pittsburgh,5090,Building,RM-M,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4481973588,-79.9663357521,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345762,1011440,0010K00022000000,2247 HUMBER WAY,City of Pittsburgh,1200,Building,RM-M,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4462531119,-79.9745325559,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345763,1011441,0010L00026000000,2333 CENTRE AVE,City of Pittsburgh,1860,Building,RM-M,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4458279687,-79.9730831888,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345764,1011442,0010L00027000000,2331 CENTRE AVE,City of Pittsburgh,1860,Building,RM-M,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4458072666,-79.9731302133,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345765,1011448,0027E00036000000,2901 CENTRE AVE,City of Pittsburgh,1566,Vacant Land,LNC,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4487981422,-79.9653072679,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345766,1011449,0027E00037000000,2903 CENTRE AVE,City of Pittsburgh,1471,Vacant Land,LNC,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4488419155,-79.9652486079,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345767,1011435,0010G00219000000,0 WEBSTER AVE,City of Pittsburgh,2000,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4489635923,-79.9734814357,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345768,1011436,0010G00222000000,0 WEBSTER AVE,City of Pittsburgh,1421,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.44888199,-79.9736657112,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345769,1011437,0010G00223000000,0 WEBSTER AVE,City of Pittsburgh,2000,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.448866247,-79.9737254221,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345770,1011438,0010G00226000000,2402 WEBSTER AVE,City of Pittsburgh,2000,Building,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4488023687,-79.9738679451,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345771,1011444,0025S00226000A00,2940 BEDFORD AVE,City of Pittsburgh,845,Vacant Land,RM-M,CDC Property Reserve,Sale Pending,Treasurer Sale,2019-08-16,2020-11-03,40.4529716074,-79.9666409467,42003050100,Middle Hill,6,5,2-5,2,3,Central,Schenley
1345772,1011446,0027B00369000000,745 SHAWNEE ST,City of Pittsburgh,4513,Vacant Land,R2-L,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4513344648,-79.9618181239,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1345773,1011447,0027B00388000000,816 SHAWNEE ST,City of Pittsburgh,3533,Vacant Land,R2-L,Unknown,Unknown,Treasurer Sale,2019-08-16,2020-11-03,40.4505714609,-79.9607163077,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1345774,1011445,0026N00016000B00,3367 WICHITA WAY,City of Pittsburgh,837,Vacant Land,R2-L,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4533193052,-79.9622230106,42003050600,Upper Hill,6,5,2-22,2,3,Central,Schenley
1345775,1011501,0022H00040000000,922 CALIFORNIA AVE,City of Pittsburgh,2420,Vacant Land,RM-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4593127402,-80.0200453553,42003250700,California-Kirkbride,6,25,1-9,1,1,Northern,Northern
1345776,1011450,0050B00072000000,0 N MATHILDA ST,City of Pittsburgh,10320,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4705206775,-79.9437960524,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345777,1011451,0050B00181000000,4920 COLUMBO ST,City of Pittsburgh,6750,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4713168952,-79.9423338005,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345778,1011452,0050B00188000000,0 COLUMBO ST,City of Pittsburgh,2000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4712555373,-79.9431094664,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345779,1011453,0050B00189000000,0 COLUMBO ST,City of Pittsburgh,2000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4712836726,-79.9431584939,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345780,1011454,0050B00190000000,0 COLUMBO ST,City of Pittsburgh,2000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4713215516,-79.9431965048,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345781,1011455,0050C00050000000,5133 SCHENLEY AVE,City of Pittsburgh,3000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4719267629,-79.94026547,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345782,1011456,0050C00051000000,0 SCHENLEY AVE,City of Pittsburgh,3000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4719003764,-79.9403728069,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345783,1011457,0050C00053000000,5125 SCHENLEY AVE,City of Pittsburgh,3000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4718691234,-79.9405151369,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345784,1011458,0050C00059000000,5123 SCHENLEY AVE,City of Pittsburgh,18000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4718143826,-79.9407606086,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345785,1011459,0050C00060000000,0 SCHENLEY AVE,City of Pittsburgh,3000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4717577406,-79.9410048385,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345786,1011460,0050C00060000A00,0 SCHENLEY AVE,City of Pittsburgh,3000,Vacant Land,R1D-M,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4717421609,-79.9410731106,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345787,1011461,0050D00110000000,5371 WARBLE ST,City of Pittsburgh,1653,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4702892968,-79.9344425879,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345788,1011462,0050D00111000000,0 WARBLE ST,City of Pittsburgh,1980,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4704356007,-79.9348398025,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345789,1011463,0050D00115000000,5369 WARBLE ST,City of Pittsburgh,1440,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4703134328,-79.9344909684,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345790,1011464,0050D00124000000,5385 WARBLE ST,City of Pittsburgh,1980,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4701282262,-79.9339924539,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345791,1011465,0050H00275000D00,0 COLUMBO ST,City of Pittsburgh,880,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4687638692,-79.935916592,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345792,1011466,0050H00302000000,427 FANNELL ST,City of Pittsburgh,3360,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4687238342,-79.9362941355,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345793,1011467,0050H00306000000,437 FANNELL ST,City of Pittsburgh,1680,Vacant Land,R1D-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4688217894,-79.936234907,42003101600,Garfield,9,10,3-4,5,2,Central,Northeast
1345794,1011468,0050D00030000000,550 N AIKEN AVE,City of Pittsburgh,4875,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4699615299,-79.9328449196,42003111400,Garfield,9,11,3-4,5,2,Central,Northeast
1345795,1011470,0083E00280000000,0 DOROTHY PL,City of Pittsburgh,925,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4678172882,-79.9323760031,42003111400,Garfield,9,11,3-4,5,2,Central,Northeast
1345796,1011471,0083E00282000000,5440 DOROTHY PL,City of Pittsburgh,3216,Vacant Land,R2-H,URA Transfer,Available for Sale,Treasurer Sale,2019-08-16,2020-11-03,40.4678410826,-79.9324738315,42003111400,Garfield,9,11,3-4,5,2,Central,Northeast
